id,id_karyawan,nik,tanggal,shift,jadwal_masuk,jadwal_pulang,jam_masuk,jam_keluar,terlambat,plg_cepat,absent,lembur,jml_jamkerja,id_departement,jam_kerja,partner,created_at,updated_at
13848,80,RTI007,2/11/2025,,09:05:00,17:30:00,08:27:37,17:34:37,,,,00:04:37,09:02:23,48,09:07:00,2,2/11/2025 08:40:08,2/11/2025 17:47:32
13849,137,RTI034,2/11/2025,,09:05:00,17:30:00,08:32:28,17:37:09,,,,00:07:09,08:57:32,46,09:04:41,2,2/11/2025 08:44:36,2/11/2025 17:47:32
13850,136,RTI035,2/11/2025,,09:05:00,17:30:00,08:42:53,17:36:54,,,,00:06:54,08:47:07,46,08:54:01,2,2/11/2025 08:54:41,2/11/2025 17:47:32
13851,138,--,2/11/2025,,09:05:00,17:30:00,08:47:43,17:34:53,,,,00:04:53,08:42:17,46,08:47:10,2,2/11/2025 09:00:14,2/11/2025 17:47:32
13852,87,RTI014,2/11/2025,,09:05:00,17:30:00,08:54:35,17:27:51,,00:02:09,,,08:33:16,46,08:33:16,2,2/11/2025 09:06:35,2/11/2025 17:41:34
13853,99,RTI026,2/11/2025,,09:05:00,17:30:00,08:59:30,17:35:16,,,,00:05:16,08:30:30,46,08:35:46,2,2/11/2025 09:11:42,5/7/2025 17:17:21
13854,95,RTI022,2/11/2025,,09:05:00,17:30:00,09:00:30,17:27:27,,00:02:33,,,08:26:57,47,08:26:57,2,2/11/2025 09:11:42,2/11/2025 17:41:33
13855,91,RTI018,2/11/2025,,09:05:00,17:30:00,09:00:44,17:37:02,,,,00:07:02,08:29:16,48,08:36:18,2,2/11/2025 09:11:42,2/11/2025 17:47:32
13856,92,RTI019,2/11/2025,,09:05:00,17:30:00,09:03:02,17:34:42,,,,00:04:42,08:26:58,46,08:31:40,2,2/11/2025 09:17:16,2/11/2025 17:47:32
13857,75,RTI002,2/11/2025,,09:05:00,17:30:00,09:07:12,17:40:42,00:02:12,,,00:10:42,08:22:48,49,08:33:30,2,2/11/2025 09:17:16,2/11/2025 17:52:20
13858,93,RTI020,2/11/2025,,09:05:00,17:30:00,09:11:20,17:39:51,00:06:20,,,00:09:51,08:18:40,48,08:28:31,2,2/11/2025 09:22:19,5/7/2025 17:17:21
13859,97,RTI024,2/11/2025,,09:05:00,17:30:00,09:13:00,17:39:02,00:08:00,,,00:09:02,08:17:00,49,08:26:02,2,2/11/2025 09:28:46,2/11/2025 17:52:19
13860,82,RTI009,2/11/2025,,09:05:00,17:30:00,09:13:37,17:37:18,00:08:37,,,00:07:18,08:16:23,48,08:23:41,2,2/11/2025 09:28:46,2/11/2025 17:47:32
13861,94,RTI021,2/11/2025,,09:05:00,17:30:00,09:25:03,17:33:11,00:20:03,,,00:03:11,08:04:57,46,08:08:08,2,2/11/2025 09:38:52,5/7/2025 17:17:21
13862,88,RTI015,2/11/2025,,09:05:00,17:30:00,09:29:45,17:40:30,00:24:45,,,00:10:30,08:00:15,50,08:10:45,2,2/11/2025 09:44:02,2/11/2025 17:52:20
13863,79,RTI006,2/11/2025,,09:05:00,17:30:00,09:36:41,20:44:35,00:31:41,,,03:14:35,07:53:19,50,11:07:54,2,2/11/2025 09:49:08,2/11/2025 20:56:46
13864,89,RTI016,2/11/2025,,09:05:00,17:30:00,09:36:46,,00:31:46,,,,,48,,2,2/11/2025 09:49:08,2/11/2025 09:49:08
13865,100,RTI027,2/11/2025,,09:05:00,17:30:00,,17:27:42,08:22:42,,,,,46,,2,2/11/2025 17:41:33,2/11/2025 17:41:33
13866,140,-,2/12/2025,,09:05:00,17:30:00,06:22:16,,,,,,,47,,2,2/12/2025 06:31:35,2/12/2025 06:31:35
13867,83,RTI010,2/12/2025,,09:05:00,17:30:00,07:12:40,17:41:31,,,,00:11:31,10:17:20,49,10:28:51,2,2/12/2025 07:25:36,2/12/2025 17:55:34
13868,141,RTI,2/12/2025,,09:05:00,17:30:00,07:13:17,17:31:06,,,,00:01:06,10:16:43,47,10:17:49,2,2/12/2025 07:25:36,2/12/2025 17:40:38
13869,74,RTI001,2/12/2025,,09:05:00,17:30:00,08:25:38,17:38:02,,,,00:08:02,09:04:22,50,09:12:24,2,2/12/2025 08:35:32,2/12/2025 17:50:38
13870,91,RTI018,2/12/2025,,09:05:00,17:30:00,08:49:41,17:31:34,,,,00:01:34,08:40:19,48,08:41:53,2,2/12/2025 09:00:45,5/7/2025 17:17:22
13871,100,RTI027,2/12/2025,,09:05:00,17:30:00,08:50:40,17:26:40,,00:03:20,,,08:36:00,46,08:36:00,2,2/12/2025 09:00:45,5/7/2025 17:17:22
13872,137,RTI034,2/12/2025,,09:05:00,17:30:00,08:53:35,17:31:50,,,,00:01:50,08:36:25,46,08:38:15,2,2/12/2025 09:05:44,2/12/2025 17:45:42
13873,99,RTI026,2/12/2025,,09:05:00,17:30:00,08:55:42,17:34:59,,,,00:04:59,08:34:18,46,08:39:17,2,2/12/2025 09:05:44,2/12/2025 17:45:43
13874,92,RTI019,2/12/2025,,09:05:00,17:30:00,08:57:32,17:27:03,,00:02:57,,,08:29:31,46,08:29:31,2,2/12/2025 09:10:53,2/12/2025 17:40:38
13875,77,RTI004,2/12/2025,,09:05:00,17:30:00,08:59:40,17:33:47,,,,00:03:47,08:30:20,49,08:34:07,2,2/12/2025 09:10:53,2/12/2025 17:45:42
13876,82,RTI009,2/12/2025,,09:05:00,17:30:00,09:01:11,17:31:42,,,,00:01:42,08:28:49,48,08:30:31,2,2/12/2025 09:10:53,2/12/2025 17:45:42
13877,93,RTI020,2/12/2025,,09:05:00,17:30:00,09:01:52,16:35:09,,00:54:51,,,07:33:17,48,07:33:17,2,2/12/2025 09:16:53,2/12/2025 16:48:06
13878,138,--,2/12/2025,,09:05:00,17:30:00,09:03:12,17:27:12,,00:02:48,,,08:24:00,46,08:24:00,2,2/12/2025 09:16:53,2/12/2025 17:40:38
13879,97,RTI024,2/12/2025,,09:05:00,17:30:00,09:03:17,17:28:27,,00:01:33,,,08:25:10,49,08:25:10,2,2/12/2025 09:16:53,2/12/2025 17:40:38
13880,95,RTI022,2/12/2025,,09:05:00,17:30:00,09:03:37,17:26:52,,00:03:08,,,08:23:15,47,08:23:15,2,2/12/2025 09:16:54,5/7/2025 17:17:22
13881,75,RTI002,2/12/2025,,09:05:00,17:30:00,09:06:11,17:30:51,00:01:11,,,00:00:51,08:23:49,49,08:24:40,2,2/12/2025 09:16:54,2/12/2025 17:40:38
13882,87,RTI014,2/12/2025,,09:05:00,17:30:00,09:11:58,17:26:46,00:06:58,00:03:14,,,08:14:48,46,08:14:48,2,2/12/2025 09:22:26,2/12/2025 17:40:38
13883,94,RTI021,2/12/2025,,09:05:00,17:30:00,09:12:06,17:31:18,00:07:06,,,00:01:18,08:17:54,46,08:19:12,2,2/12/2025 09:22:26,2/12/2025 17:40:38
13884,76,RTI003,2/12/2025,,09:05:00,17:30:00,09:27:29,17:34:53,00:22:29,,,00:04:53,08:02:31,49,08:07:24,2,2/12/2025 09:38:58,5/7/2025 17:17:22
13885,88,RTI015,2/12/2025,,09:05:00,17:30:00,09:41:45,17:37:13,00:36:45,,,00:07:13,07:48:15,50,07:55:28,2,2/12/2025 09:55:26,2/12/2025 17:50:38
13886,98,RTI025,2/12/2025,,09:05:00,17:30:00,10:27:10,,01:22:10,,,,,48,,2,2/12/2025 10:41:24,2/12/2025 10:41:24
13887,136,RTI035,2/12/2025,,09:05:00,17:30:00,10:57:42,17:30:57,01:52:42,,,00:00:57,06:32:18,46,06:33:15,2,2/12/2025 11:07:41,2/12/2025 17:40:38
13888,79,RTI006,2/12/2025,,09:05:00,17:30:00,11:21:01,21:03:52,02:16:01,,,03:33:52,06:08:59,50,09:42:51,2,2/12/2025 11:32:53,2/12/2025 21:17:39
13889,140,-,2/13/2025,,09:05:00,17:30:00,06:21:01,,,,,,,47,,2,2/13/2025 06:34:33,2/13/2025 06:34:33
13890,141,RTI,2/13/2025,,09:05:00,17:30:00,07:20:37,17:32:34,,,,00:02:34,10:09:23,47,10:11:57,2,2/13/2025 07:34:39,2/14/2025 00:03:56
13891,137,RTI034,2/13/2025,,09:05:00,17:30:00,08:38:50,17:33:45,,,,00:03:45,08:51:10,46,08:54:55,2,2/13/2025 08:52:55,5/7/2025 17:17:23
13892,136,RTI035,2/13/2025,,09:05:00,17:30:00,08:43:04,17:28:05,,00:01:55,,,08:45:01,46,08:45:01,2,2/13/2025 08:52:55,2/14/2025 00:03:56
13893,74,RTI001,2/13/2025,,09:05:00,17:30:00,08:44:50,17:29:50,,,,,08:45:00,50,08:45:00,2,2/13/2025 08:58:05,2/14/2025 00:03:56
13894,138,--,2/13/2025,,09:05:00,17:30:00,08:51:47,17:27:58,,00:02:02,,,08:36:11,46,08:36:11,2,2/13/2025 09:02:38,2/14/2025 00:03:56
13895,95,RTI022,2/13/2025,,09:05:00,17:30:00,08:53:07,17:30:03,,,,00:00:03,08:36:53,47,08:36:56,2,2/13/2025 09:02:38,2/14/2025 00:03:56
13896,77,RTI004,2/13/2025,,09:05:00,17:30:00,08:57:40,17:29:45,,,,,08:32:05,49,08:32:05,2,2/13/2025 09:08:00,2/14/2025 00:03:56
13897,92,RTI019,2/13/2025,,09:05:00,17:30:00,09:00:02,17:27:52,,00:02:08,,,08:27:50,46,08:27:50,2,2/13/2025 09:13:10,2/14/2025 00:03:56
13898,94,RTI021,2/13/2025,,09:05:00,17:30:00,09:00:16,17:30:44,,,,00:00:44,08:29:44,46,08:30:28,2,2/13/2025 09:13:10,2/14/2025 00:03:56
13899,80,RTI007,2/13/2025,,09:05:00,17:30:00,09:00:27,17:29:03,,,,,08:28:36,48,08:28:36,2,2/13/2025 09:13:10,2/14/2025 00:03:56
13900,75,RTI002,2/13/2025,,09:05:00,17:30:00,09:04:46,17:31:26,,,,00:01:26,08:25:14,49,08:26:40,2,2/13/2025 09:18:17,2/14/2025 00:03:56
13901,99,RTI026,2/13/2025,,09:05:00,17:30:00,09:04:56,,,,,,,46,,2,2/13/2025 09:18:17,2/13/2025 09:18:17
13902,87,RTI014,2/13/2025,,09:05:00,17:30:00,09:06:08,17:28:19,00:01:08,00:01:41,,,08:22:11,46,08:22:11,2,2/13/2025 09:18:17,2/14/2025 00:03:56
13903,93,RTI020,2/13/2025,,09:05:00,17:30:00,09:07:07,17:29:09,00:02:07,,,,08:22:02,48,08:22:02,2,2/13/2025 09:18:17,2/14/2025 00:03:56
13904,82,RTI009,2/13/2025,,09:05:00,17:30:00,09:07:19,17:31:04,00:02:19,,,00:01:04,08:22:41,48,08:23:45,2,2/13/2025 09:18:18,2/14/2025 00:03:56
13905,100,RTI027,2/13/2025,,09:05:00,17:30:00,09:07:50,17:27:43,00:02:50,00:02:17,,,08:19:53,46,08:19:53,2,2/13/2025 09:18:18,2/14/2025 00:03:55
13906,91,RTI018,2/13/2025,,09:05:00,17:30:00,09:08:08,17:30:33,00:03:08,,,00:00:33,08:21:52,48,08:22:25,2,2/13/2025 09:18:18,2/14/2025 00:03:56
13907,88,RTI015,2/13/2025,,09:05:00,17:30:00,09:15:45,17:32:46,00:10:45,,,00:02:46,08:14:15,50,08:17:01,2,2/13/2025 09:29:31,2/14/2025 00:03:56
13908,98,RTI025,2/13/2025,,09:05:00,17:30:00,09:21:10,,00:16:10,,,,,48,,2,2/13/2025 09:35:29,2/13/2025 09:35:29
13909,97,RTI024,2/13/2025,,09:05:00,17:30:00,09:33:30,17:28:29,00:28:30,00:01:31,,,07:54:59,49,07:54:59,2,2/13/2025 09:46:26,2/14/2025 00:03:56
13910,89,RTI016,2/13/2025,,09:05:00,17:30:00,09:46:05,17:29:40,00:41:05,,,,07:43:35,48,07:43:35,2,2/13/2025 09:59:55,2/14/2025 00:03:56
13911,79,RTI006,2/13/2025,,09:05:00,17:30:00,10:21:50,21:30:36,01:16:50,,,04:00:36,07:08:10,50,11:08:46,2,2/13/2025 10:34:12,2/14/2025 00:03:57
13912,140,-,2/14/2025,,09:05:00,17:30:00,06:16:56,,,,,,,47,,2,2/26/2025 11:11:23,2/26/2025 11:11:23
13913,83,RTI010,2/14/2025,,09:05:00,17:30:00,07:05:50,17:44:46,,,,00:14:46,10:24:10,49,10:38:56,2,2/26/2025 11:11:23,2/26/2025 11:11:26
13914,141,RTI,2/14/2025,,09:05:00,17:30:00,07:14:17,17:28:49,,00:01:11,,,10:14:32,47,10:14:32,2,2/26/2025 11:11:23,2/26/2025 11:11:25
13915,76,RTI003,2/14/2025,,09:05:00,17:30:00,07:51:38,17:31:51,,,,00:01:51,09:38:22,49,09:40:13,2,2/26/2025 11:11:23,2/26/2025 11:11:26
13916,137,RTI034,2/14/2025,,09:05:00,17:30:00,08:35:02,17:30:54,,,,00:00:54,08:54:58,46,08:55:52,2,2/26/2025 11:11:23,2/26/2025 11:11:25
13917,80,RTI007,2/14/2025,,09:05:00,17:30:00,08:36:30,17:27:45,,00:02:15,,,08:51:15,48,08:51:15,2,2/26/2025 11:11:23,5/7/2025 17:17:24
13918,74,RTI001,2/14/2025,,09:05:00,17:30:00,08:36:44,17:31:48,,,,00:01:48,08:53:16,50,08:55:04,2,2/26/2025 11:11:23,2/26/2025 11:11:26
13919,136,RTI035,2/14/2025,,09:05:00,17:30:00,08:42:10,17:29:18,,,,,08:47:08,46,08:47:08,2,2/26/2025 11:11:23,2/26/2025 11:11:25
13920,94,RTI021,2/14/2025,,09:05:00,17:30:00,08:53:29,17:30:30,,,,00:00:30,08:36:31,46,08:37:01,2,2/26/2025 11:11:23,2/26/2025 11:11:25
13921,138,--,2/14/2025,,09:05:00,17:30:00,08:55:16,17:27:29,,00:02:31,,,08:32:13,46,08:32:13,2,2/26/2025 11:11:23,2/26/2025 11:11:25
13922,87,RTI014,2/14/2025,,09:05:00,17:30:00,09:00:16,17:28:01,,00:01:59,,,08:27:45,46,08:27:45,2,2/26/2025 11:11:23,2/26/2025 11:11:25
13923,92,RTI019,2/14/2025,,09:05:00,17:30:00,09:01:50,17:26:42,,00:03:18,,,08:24:52,46,08:24:52,2,2/26/2025 11:11:24,5/7/2025 17:17:23
13924,82,RTI009,2/14/2025,,09:05:00,17:30:00,09:02:10,17:31:44,,,,00:01:44,08:27:50,48,08:29:34,2,2/26/2025 11:11:24,2/26/2025 11:11:25
13925,93,RTI020,2/14/2025,,09:05:00,17:30:00,09:03:17,17:31:04,,,,00:01:04,08:26:43,48,08:27:47,2,2/26/2025 11:11:24,2/26/2025 11:11:25
13926,100,RTI027,2/14/2025,,09:05:00,17:30:00,09:05:46,17:27:13,,00:02:47,,,08:21:27,46,08:21:27,2,2/26/2025 11:11:24,5/7/2025 17:17:24
13927,99,RTI026,2/14/2025,,09:05:00,17:30:00,09:06:55,17:28:33,00:01:55,00:01:27,,,08:21:38,46,08:21:38,2,2/26/2025 11:11:24,2/26/2025 11:11:25
13928,75,RTI002,2/14/2025,,09:05:00,17:30:00,09:09:40,17:32:06,00:04:40,,,00:02:06,08:20:20,49,08:22:26,2,2/26/2025 11:11:24,2/26/2025 11:11:26
13929,95,RTI022,2/14/2025,,09:05:00,17:30:00,09:10:53,17:27:16,00:05:53,00:02:44,,,08:16:23,47,08:16:23,2,2/26/2025 11:11:24,2/26/2025 11:11:25
13930,91,RTI018,2/14/2025,,09:05:00,17:30:00,09:12:32,17:31:38,00:07:32,,,00:01:38,08:17:28,48,08:19:06,2,2/26/2025 11:11:24,5/7/2025 17:17:24
13931,98,RTI025,2/14/2025,,09:05:00,17:30:00,09:28:17,,00:23:17,,,,,48,,2,2/26/2025 11:11:24,2/26/2025 11:11:24
13932,79,RTI006,2/14/2025,,09:05:00,17:30:00,09:30:54,21:11:16,00:25:54,,,03:41:16,07:59:06,50,11:40:22,2,2/26/2025 11:11:24,2/26/2025 11:11:26
13933,88,RTI015,2/14/2025,,09:05:00,17:30:00,09:35:30,17:42:06,00:30:30,,,00:12:06,07:54:30,50,08:06:36,2,2/26/2025 11:11:24,2/26/2025 11:11:26
13934,97,RTI024,2/14/2025,,09:05:00,17:30:00,09:41:43,17:27:53,00:36:43,00:02:07,,,07:46:10,49,07:46:10,2,2/26/2025 11:11:24,2/26/2025 11:11:25
13935,140,-,2/17/2025,,09:05:00,17:30:00,05:51:47,,,,,,,47,,2,2/26/2025 11:11:26,2/26/2025 11:11:26
13936,141,RTI,2/17/2025,,09:05:00,17:30:00,07:31:49,17:29:40,,,,,09:57:51,47,09:57:51,2,2/26/2025 11:11:26,2/26/2025 11:11:29
13937,136,RTI035,2/17/2025,,09:05:00,17:30:00,08:23:05,17:32:05,,,,00:02:05,09:06:55,46,09:09:00,2,2/26/2025 11:11:26,2/26/2025 11:11:29
13938,80,RTI007,2/17/2025,,09:05:00,17:30:00,08:33:38,17:27:32,,00:02:28,,,08:53:54,48,08:53:54,2,2/26/2025 11:11:26,2/26/2025 11:11:28
13939,97,RTI024,2/17/2025,,09:05:00,17:30:00,08:35:42,17:27:38,,00:02:22,,,08:51:56,49,08:51:56,2,2/26/2025 11:11:26,2/26/2025 11:11:28
13940,74,RTI001,2/17/2025,,09:05:00,17:30:00,08:37:05,17:31:03,,,,00:01:03,08:52:55,50,08:53:58,2,2/26/2025 11:11:26,2/26/2025 11:11:29
13941,137,RTI034,2/17/2025,,09:05:00,17:30:00,08:51:35,17:39:34,,,,00:09:34,08:38:25,46,08:47:59,2,2/26/2025 11:11:26,2/26/2025 11:11:29
13942,92,RTI019,2/17/2025,,09:05:00,17:30:00,08:52:22,17:26:53,,00:03:07,,,08:34:31,46,08:34:31,2,2/26/2025 11:11:27,2/26/2025 11:11:28
13943,100,RTI027,2/17/2025,,09:05:00,17:30:00,08:54:17,17:26:45,,00:03:15,,,08:32:28,46,08:32:28,2,2/26/2025 11:11:27,2/26/2025 11:11:28
13944,79,RTI006,2/17/2025,,09:05:00,17:30:00,08:55:46,19:54:47,,,,02:24:47,08:34:14,50,10:59:01,2,2/26/2025 11:11:27,2/26/2025 11:11:29
13945,95,RTI022,2/17/2025,,09:05:00,17:30:00,08:56:31,17:26:26,,00:03:34,,,08:29:55,47,08:29:55,2,2/26/2025 11:11:27,2/26/2025 11:11:28
13946,77,RTI004,2/17/2025,,09:05:00,17:30:00,08:58:06,17:33:03,,,,00:03:03,08:31:54,49,08:34:57,2,2/26/2025 11:11:27,2/26/2025 11:11:29
13947,138,--,2/17/2025,,09:05:00,17:30:00,09:00:10,17:27:02,,00:02:58,,,08:26:52,46,08:26:52,2,2/26/2025 11:11:27,2/26/2025 11:11:28
13948,99,RTI026,2/17/2025,,09:05:00,17:30:00,09:05:33,17:32:48,,,,00:02:48,08:24:27,46,08:27:15,2,2/26/2025 11:11:27,5/7/2025 17:17:25
13949,76,RTI003,2/17/2025,,09:05:00,17:30:00,09:06:44,17:31:11,00:01:44,,,00:01:11,08:23:16,49,08:24:27,2,2/26/2025 11:11:27,5/7/2025 17:17:25
13950,94,RTI021,2/17/2025,,09:05:00,17:30:00,09:06:54,17:32:39,00:01:54,,,00:02:39,08:23:06,46,08:25:45,2,2/26/2025 11:11:27,2/26/2025 11:11:29
13951,75,RTI002,2/17/2025,,09:05:00,17:30:00,09:07:39,17:31:29,00:02:39,,,00:01:29,08:22:21,49,08:23:50,2,2/26/2025 11:11:27,2/26/2025 11:11:29
13952,93,RTI020,2/17/2025,,09:05:00,17:30:00,09:09:30,17:31:15,00:04:30,,,00:01:15,08:20:30,48,08:21:45,2,2/26/2025 11:11:27,2/26/2025 11:11:29
13953,82,RTI009,2/17/2025,,09:05:00,17:30:00,09:11:52,17:32:33,00:06:52,,,00:02:33,08:18:08,48,08:20:41,2,2/26/2025 11:11:28,2/26/2025 11:11:29
13954,87,RTI014,2/17/2025,,09:05:00,17:30:00,09:13:08,17:28:34,00:08:08,00:01:26,,,08:15:26,46,08:15:26,2,2/26/2025 11:11:28,2/26/2025 11:11:28
13955,91,RTI018,2/17/2025,,09:05:00,17:30:00,09:17:41,17:34:20,00:12:41,,,00:04:20,08:12:19,48,08:16:39,2,2/26/2025 11:11:28,5/7/2025 17:17:25
13956,88,RTI015,2/17/2025,,09:05:00,17:30:00,09:22:48,17:34:12,00:17:48,,,00:04:12,08:07:12,50,08:11:24,2,2/26/2025 11:11:28,2/26/2025 11:11:29
13957,98,RTI025,2/17/2025,,09:05:00,17:30:00,09:23:09,,00:18:09,,,,,48,,2,2/26/2025 11:11:28,2/26/2025 11:11:28
13958,89,RTI016,2/17/2025,,09:05:00,17:30:00,09:38:08,17:31:07,00:33:08,,,00:01:07,07:51:52,48,07:52:59,2,2/26/2025 11:11:28,2/26/2025 11:11:29
13959,83,RTI010,2/17/2025,,09:05:00,17:30:00,,17:47:48,08:42:48,,,,,49,,2,2/26/2025 11:11:29,2/26/2025 11:11:29
13960,140,-,2/18/2025,,09:05:00,17:30:00,06:12:54,,,,,,,47,,2,2/26/2025 11:11:29,2/26/2025 11:11:29
13961,83,RTI010,2/18/2025,,09:05:00,17:30:00,07:12:16,17:40:42,,,,00:10:42,10:17:44,49,10:28:26,2,2/26/2025 11:11:30,2/26/2025 11:11:33
13962,74,RTI001,2/18/2025,,09:05:00,17:30:00,08:43:56,17:42:39,,,,00:12:39,08:46:04,50,08:58:43,2,2/26/2025 11:11:30,2/26/2025 11:11:33
13963,136,RTI035,2/18/2025,,09:05:00,17:30:00,08:47:46,17:30:15,,,,00:00:15,08:42:14,46,08:42:29,2,2/26/2025 11:11:30,2/26/2025 11:11:32
13964,91,RTI018,2/18/2025,,09:05:00,17:30:00,08:48:36,17:31:02,,,,00:01:02,08:41:24,48,08:42:26,2,2/26/2025 11:11:30,2/26/2025 11:11:32
13965,80,RTI007,2/18/2025,,09:05:00,17:30:00,08:49:03,17:27:37,,00:02:23,,,08:38:34,48,08:38:34,2,2/26/2025 11:11:30,2/26/2025 11:11:32
13966,87,RTI014,2/18/2025,,09:05:00,17:30:00,08:51:42,17:26:39,,00:03:21,,,08:34:57,46,08:34:57,2,2/26/2025 11:11:30,5/7/2025 17:17:26
13967,137,RTI034,2/18/2025,,09:05:00,17:30:00,08:53:43,17:30:05,,,,00:00:05,08:36:17,46,08:36:22,2,2/26/2025 11:11:30,2/26/2025 11:11:32
13968,77,RTI004,2/18/2025,,09:05:00,17:30:00,08:55:26,17:31:41,,,,00:01:41,08:34:34,49,08:36:15,2,2/26/2025 11:11:30,5/7/2025 17:17:27
13969,138,--,2/18/2025,,09:05:00,17:30:00,08:57:28,17:27:00,,00:03:00,,,08:29:32,46,08:29:32,2,2/26/2025 11:11:30,2/26/2025 11:11:32
13970,75,RTI002,2/18/2025,,09:05:00,17:30:00,08:58:31,17:36:35,,,,00:06:35,08:31:29,49,08:38:04,2,2/26/2025 11:11:30,2/26/2025 11:11:33
13971,76,RTI003,2/18/2025,,09:05:00,17:30:00,08:58:39,17:35:42,,,,00:05:42,08:31:21,49,08:37:03,2,2/26/2025 11:11:30,2/26/2025 11:11:33
13972,94,RTI021,2/18/2025,,09:05:00,17:30:00,09:02:05,17:29:44,,,,,08:27:39,46,08:27:39,2,2/26/2025 11:11:30,2/26/2025 11:11:32
13973,93,RTI020,2/18/2025,,09:05:00,17:30:00,09:03:34,17:29:34,,,,,08:26:00,48,08:26:00,2,2/26/2025 11:11:30,2/26/2025 11:11:32
13974,99,RTI026,2/18/2025,,09:05:00,17:30:00,09:03:41,17:30:45,,,,00:00:45,08:26:19,46,08:27:04,2,2/26/2025 11:11:31,2/26/2025 11:11:32
13975,95,RTI022,2/18/2025,,09:05:00,17:30:00,09:04:08,17:26:16,,00:03:44,,,08:22:08,47,08:22:08,2,2/26/2025 11:11:31,2/26/2025 11:11:31
13976,92,RTI019,2/18/2025,,09:05:00,17:30:00,09:04:17,17:26:48,,00:03:12,,,08:22:31,46,08:22:31,2,2/26/2025 11:11:31,5/7/2025 17:17:26
13977,100,RTI027,2/18/2025,,09:05:00,17:30:00,09:08:38,17:26:06,00:03:38,00:03:54,,,08:17:28,46,08:17:28,2,2/26/2025 11:11:31,2/26/2025 11:11:31
13978,97,RTI024,2/18/2025,,09:05:00,17:30:00,09:18:49,17:36:48,00:13:49,,,00:06:48,08:11:11,49,08:17:59,2,2/26/2025 11:11:31,5/7/2025 17:17:27
13979,98,RTI025,2/18/2025,,09:05:00,17:30:00,09:23:15,,00:18:15,,,,,48,,2,2/26/2025 11:11:31,2/26/2025 11:11:31
13980,88,RTI015,2/18/2025,,09:05:00,17:30:00,09:34:44,17:58:07,00:29:44,,,00:28:07,07:55:16,50,08:23:23,2,2/26/2025 11:11:31,2/26/2025 11:11:33
13981,79,RTI006,2/18/2025,,09:05:00,17:30:00,09:53:06,21:52:37,00:48:06,,,04:22:37,07:36:54,50,11:59:31,2,2/26/2025 11:11:31,5/7/2025 17:17:27
13982,89,RTI016,2/18/2025,,09:05:00,17:30:00,12:38:17,17:30:37,03:33:17,,,00:00:37,04:51:43,48,04:52:20,2,2/26/2025 11:11:31,2/26/2025 11:11:32
13983,140,-,2/19/2025,,09:05:00,17:30:00,06:10:54,,,,,,,47,,2,2/26/2025 11:11:33,2/26/2025 11:11:33
13984,83,RTI010,2/19/2025,,09:05:00,17:30:00,06:58:04,17:37:07,,,,00:07:07,10:31:56,49,10:39:03,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13985,74,RTI001,2/19/2025,,09:05:00,17:30:00,08:15:45,08:15:48,,09:14:12,,,00:00:03,50,00:00:03,2,2/26/2025 11:11:34,2/26/2025 11:11:34
13986,137,RTI034,2/19/2025,,09:05:00,17:30:00,08:46:32,17:30:47,,,,00:00:47,08:43:28,46,08:44:15,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13987,138,--,2/19/2025,,09:05:00,17:30:00,08:48:38,17:26:41,,00:03:19,,,08:38:03,46,08:38:03,2,2/26/2025 11:11:34,2/26/2025 11:11:35
13988,77,RTI004,2/19/2025,,09:05:00,17:30:00,08:49:43,17:28:53,,00:01:07,,,08:39:10,49,08:39:10,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13989,97,RTI024,2/19/2025,,09:05:00,17:30:00,08:52:29,17:27:08,,00:02:52,,,08:34:39,49,08:34:39,2,2/26/2025 11:11:34,5/7/2025 17:17:28
13990,94,RTI021,2/19/2025,,09:05:00,17:30:00,08:54:16,17:28:49,,00:01:11,,,08:34:33,46,08:34:33,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13991,87,RTI014,2/19/2025,,09:05:00,17:30:00,08:54:32,17:28:01,,00:01:59,,,08:33:29,46,08:33:29,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13992,136,RTI035,2/19/2025,,09:05:00,17:30:00,08:55:15,17:28:37,,00:01:23,,,08:33:22,46,08:33:22,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13993,91,RTI018,2/19/2025,,09:05:00,17:30:00,08:56:28,17:27:38,,00:02:22,,,08:31:10,48,08:31:10,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13994,95,RTI022,2/19/2025,,09:05:00,17:30:00,08:57:11,17:28:44,,00:01:16,,,08:31:33,47,08:31:33,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13995,93,RTI020,2/19/2025,,09:05:00,17:30:00,08:58:11,17:28:58,,00:01:02,,,08:30:47,48,08:30:47,2,2/26/2025 11:11:34,2/26/2025 11:11:36
13996,80,RTI007,2/19/2025,,09:05:00,17:30:00,08:58:31,17:26:47,,00:03:13,,,08:28:16,48,08:28:16,2,2/26/2025 11:11:35,2/26/2025 11:11:35
13997,76,RTI003,2/19/2025,,09:05:00,17:30:00,08:58:54,,,,,,,49,,2,2/26/2025 11:11:35,2/26/2025 11:11:35
13998,82,RTI009,2/19/2025,,09:05:00,17:30:00,09:02:32,17:30:17,,,,00:00:17,08:27:28,48,08:27:45,2,2/26/2025 11:11:35,2/26/2025 11:11:36
